PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"12605095","Associations among the NEO Personality Inventory, Revised and the serotonin transporter gene-linked polymorphic region in elders: effects of depression and gender","Brummett BH, Siegler IC, McQuoid DR, Svenson IK, Marchuk DA, Steffens DC.","Psychiatr Genet. 2003 Mar;13(1):13-8. doi: 10.1097/00041444-200303000-00002.","Brummett BH","Psychiatr Genet","2003","2003/02/28","","","10.1097/00041444-200303000-00002"
"12687637","No association between genotype of the promoter region of serotonin transporter gene and serotonin transporter binding in human brain measured by PET","Shioe K, Ichimiya T, Suhara T, Takano A, Sudo Y, Yasuno F, Hirano M, Shinohara M, Kagami M, Okubo Y, Nankai M, Kanba S.","Synapse. 2003 Jun 15;48(4):184-8. doi: 10.1002/syn.10204.","Shioe K","Synapse","2003","2003/04/11","","","10.1002/syn.10204"
"12876460","Serotonin transporters are preserved in the neocortex of anxious Alzheimer's disease patients","Tsang SW, Lai MK, Francis PT, Wong PT, Spence I, Esiri MM, Keene J, Hope T, Chen CP.","Neuroreport. 2003 Jul 18;14(10):1297-300. doi: 10.1097/01.wnr.0000077546.91466.a8.","Tsang SW","Neuroreport","2003","2003/07/24","","","10.1097/01.wnr.0000077546.91466.a8"
"14531578","Sibling-based association analyses of the serotonin transporter polymorphism and internalizing behavior problems in children","Young SE, Smolen A, Stallings MC, Corley RP, Hewitt JK.","J Child Psychol Psychiatry. 2003 Oct;44(7):961-7. doi: 10.1111/1469-7610.00180.","Young SE","J Child Psychol Psychiatry","2003","2003/10/09","","","10.1111/1469-7610.00180"
"14593433","A polymorphism (5-HTTLPR) in the serotonin transporter promoter gene is associated with DSM-IV depression subtypes in seasonal affective disorder","Willeit M, Praschak-Rieder N, Neumeister A, Zill P, Leisch F, Stastny J, Hilger E, Thierry N, Konstantinidis A, Winkler D, Fuchs K, Sieghart W, Aschauer H, Ackenheil M, Bondy B, Kasper S.","Mol Psychiatry. 2003 Nov;8(11):942-6. doi: 10.1038/sj.mp.4001392.","Willeit M","Mol Psychiatry","2003","2003/11/01","","","10.1038/sj.mp.4001392"
"14653305","The utility of the non-human primate; model for studying gene by environment interactions in behavioral research","Barr CS, Newman TK, Becker ML, Parker CC, Champoux M, Lesch KP, Goldman D, Suomi SJ, Higley JD.","Genes Brain Behav. 2003 Dec;2(6):336-40. doi: 10.1046/j.1601-1848.2003.00051.x.","Barr CS","Genes Brain Behav","2003","2003/12/05","","","10.1046/j.1601-1848.2003.00051.x"
"14659987","Serotonin transporter promoter gene polymorphic region (5-HTTLPR) and personality in female patients with seasonal affective disorder and in healthy controls","Thierry N, Willeit M, Praschak-Rieder N, Zill P, Hornik K, Neumeister A, Lenzinger E, Stastny J, Hilger E, Konstantinidis A, Aschauer H, Ackenheil M, Bondy B, Kasper S.","Eur Neuropsychopharmacol. 2004 Jan;14(1):53-8. doi: 10.1016/s0924-977x(03)00064-6.","Thierry N","Eur Neuropsychopharmacol","2004","2003/12/09","","","10.1016/s0924-977x(03)00064-6"
"15118354","No association of a functional polymorphism in the serotonin transporter gene promoter and anxiety-related personality traits","Lang UE, Bajbouj M, Wernicke C, Rommelspacher H, Danker-Hopfe H, Gallinat J.","Neuropsychobiology. 2004;49(4):182-4. doi: 10.1159/000077363.","Lang UE","Neuropsychobiology","2004","2004/05/01","","","10.1159/000077363"
"15211560","Association of serotonin transporter promoter gene polymorphism with violence: relation with personality disorders, impulsivity, and childhood ADHD psychopathology","Retz W, Retz-Junginger P, Supprian T, Thome J, Rösler M.","Behav Sci Law. 2004;22(3):415-25. doi: 10.1002/bsl.589.","Retz W","Behav Sci Law","2004","2004/06/24","","","10.1002/bsl.589"
"14966478","A meta-analysis of the association between the serotonin transporter gene polymorphism (5-HTTLPR) and trait anxiety","Schinka JA, Busch RM, Robichaux-Keene N.","Mol Psychiatry. 2004 Feb;9(2):197-202. doi: 10.1038/sj.mp.4001405.","Schinka JA","Mol Psychiatry","2004","2004/02/18","","","10.1038/sj.mp.4001405"
"14992987","Association between allelic variation of serotonin transporter function and neuroticism in anxious cluster C personality disorders","Jacob CP, Strobel A, Hohenberger K, Ringel T, Gutknecht L, Reif A, Brocke B, Lesch KP.","Am J Psychiatry. 2004 Mar;161(3):569-72. doi: 10.1176/appi.ajp.161.3.569.","Jacob CP","Am J Psychiatry","2004","2004/03/03","","","10.1176/appi.ajp.161.3.569"
"15048639","Serotonin transporter polymorphism and depressive-related symptoms in schizophrenia","Golimbet VE, Alfimova MV, Shchebatykh TV, Abramova LI, Kaleda VG, Rogaev EI.","Am J Med Genet B Neuropsychiatr Genet. 2004 Apr 1;126B(1):1-7. doi: 10.1002/ajmg.b.20135.","Golimbet VE","Am J Med Genet B Neuropsychiatr Genet","2004","2004/03/30","","","10.1002/ajmg.b.20135"
"15108187","Meta-analysis of the association between a serotonin transporter promoter polymorphism (5-HTTLPR) and anxiety-related personality traits","Sen S, Burmeister M, Ghosh D.","Am J Med Genet B Neuropsychiatr Genet. 2004 May 15;127B(1):85-9. doi: 10.1002/ajmg.b.20158.","Sen S","Am J Med Genet B Neuropsychiatr Genet","2004","2004/04/27","","","10.1002/ajmg.b.20158"
"15302939","Sexual dichotomy of an interaction between early adversity and the serotonin transporter gene promoter variant in rhesus macaques","Barr CS, Newman TK, Schwandt M, Shannon C, Dvoskin RL, Lindell SG, Taubman J, Thompson B, Champoux M, Lesch KP, Goldman D, Suomi SJ, Higley JD.","Proc Natl Acad Sci U S A. 2004 Aug 17;101(33):12358-63. doi: 10.1073/pnas.0403763101. Epub 2004 Aug 9.","Barr CS","Proc Natl Acad Sci U S A","2004","2004/08/11","PMC514480","","10.1073/pnas.0403763101"
"15657646","Relationships between serotonin transporter promoter polymorphism, platelet serotonin transporter binding and clinical phenotype in suicidal and non-suicidal adolescent inpatients","Zalsman G, Anderson GM, Peskin M, Frisch A, King RA, Vekslerchik M, Sommerfeld E, Michaelovsky E, Sher L, Weizman A, Apter A.","J Neural Transm (Vienna). 2005 Feb;112(2):309-15. doi: 10.1007/s00702-004-0244-6.","Zalsman G","J Neural Transm (Vienna)","2005","2005/01/20","","","10.1007/s00702-004-0244-6"
"15699291","A susceptibility gene for affective disorders and the response of the human amygdala","Hariri AR, Drabant EM, Munoz KE, Kolachana BS, Mattay VS, Egan MF, Weinberger DR.","Arch Gen Psychiatry. 2005 Feb;62(2):146-52. doi: 10.1001/archpsyc.62.2.146.","Hariri AR","Arch Gen Psychiatry","2005","2005/02/09","","","10.1001/archpsyc.62.2.146"
"15722951","Serotonin transporter and tryptophan hydroxylase gene polymorphisms in Chinese patients with generalized anxiety disorder","You JS, Hu SY, Chen B, Zhang HG.","Psychiatr Genet. 2005 Mar;15(1):7-11. doi: 10.1097/00041444-200503000-00002.","You JS","Psychiatr Genet","2005","2005/02/22","","","10.1097/00041444-200503000-00002"
"15758168","A functional genetic variation of the serotonin (5-HT) transporter affects 5-HT1A receptor binding in humans","David SP, Murthy NV, Rabiner EA, Munafó MR, Johnstone EC, Jacob R, Walton RT, Grasby PM.","J Neurosci. 2005 Mar 9;25(10):2586-90. doi: 10.1523/JNEUROSCI.3769-04.2005.","David SP","J Neurosci","2005","2005/03/11","PMC1942077","NIHMS27310","10.1523/JNEUROSCI.3769-04.2005"
"15862212","Association of human hippocampal neurochemistry, serotonin transporter genetic variation, and anxiety","Gallinat J, Ströhle A, Lang UE, Bajbouj M, Kalus P, Montag C, Seifert F, Wernicke C, Rommelspacher H, Rinneberg H, Schubert F.","Neuroimage. 2005 May 15;26(1):123-31. doi: 10.1016/j.neuroimage.2005.01.001. Epub 2005 Feb 25.","Gallinat J","Neuroimage","2005","2005/05/03","","","10.1016/j.neuroimage.2005.01.001"
"15880108","5-HTTLPR polymorphism impacts human cingulate-amygdala interactions: a genetic susceptibility mechanism for depression","Pezawas L, Meyer-Lindenberg A, Drabant EM, Verchinski BA, Munoz KE, Kolachana BS, Egan MF, Mattay VS, Hariri AR, Weinberger DR.","Nat Neurosci. 2005 Jun;8(6):828-34. doi: 10.1038/nn1463. Epub 2005 May 8.","Pezawas L","Nat Neurosci","2005","2005/05/10","","","10.1038/nn1463"
"15995945","Allelic heterogeneity at the serotonin transporter locus (SLC6A4) confers susceptibility to autism and rigid-compulsive behaviors","Sutcliffe JS, Delahanty RJ, Prasad HC, McCauley JL, Han Q, Jiang L, Li C, Folstein SE, Blakely RD.","Am J Hum Genet. 2005 Aug;77(2):265-79. doi: 10.1086/432648. Epub 2005 Jul 1.","Sutcliffe JS","Am J Hum Genet","2005","2005/07/05","PMC1224529","","10.1086/432648"
"15852063","Association between 5-HTTLPR genotypes and persisting patterns of anxiety and alcohol use: results from a 10-year longitudinal study of adolescent mental health","Olsson CA, Byrnes GB, Lotfi-Miri M, Collins V, Williamson R, Patton C, Anney RJ.","Mol Psychiatry. 2005 Sep;10(9):868-76. doi: 10.1038/sj.mp.4001677.","Olsson CA","Mol Psychiatry","2005","2005/04/27","","","10.1038/sj.mp.4001677"
"16091117","Serotonin transporter gene polymorphism (5-HTTLPR) in patients with recurrent aphthous stomatitis","Victoria JM, Correia-Silva Jde F, Pimenta FJ, Kalapothakis E, Gomez RS.","J Oral Pathol Med. 2005 Sep;34(8):494-7. doi: 10.1111/j.1600-0714.2005.00344.x.","Victoria JM","J Oral Pathol Med","2005","2005/08/11","","","10.1111/j.1600-0714.2005.00344.x"
"16380315","Gender difference in association between polymorphism of serotonin transporter gene regulatory region and anxiety","Mizuno T, Aoki M, Shimada Y, Inoue M, Nakaya K, Takahashi T, Itoyama Y, Kanazawa M, Utsumi A, Endo Y, Nomura T, Hiratsuka M, Mizugaki M, Goto J, Hongo M, Fukudo S.","J Psychosom Res. 2006 Jan;60(1):91-7. doi: 10.1016/j.jpsychores.2005.06.068.","Mizuno T","J Psychosom Res","2006","2005/12/29","","","10.1016/j.jpsychores.2005.06.068"
"16548374","[Acoustic evoked potentials, serotonin transporter gene polymorphism and some psychopathological and psychological features in patients with schizophrenia and their relatives]","Golimbet VE, Lebedeva IS, Alfimova MV, Korovaĭtseva GI, Lezheĭko TV, Abramova LI, Kaleda VG.","Zh Nevrol Psikhiatr Im S S Korsakova. 2006;106(2):44-9.","Golimbet VE","Zh Nevrol Psikhiatr Im S S Korsakova","2006","2006/03/22","","",""
"16534505","The molecular genetic architecture of human personality: beyond self-report questionnaires","Ebstein RP.","Mol Psychiatry. 2006 May;11(5):427-45. doi: 10.1038/sj.mp.4001814.","Ebstein RP","Mol Psychiatry","2006","2006/03/15","","","10.1038/sj.mp.4001814"
"16442081","Imaging genetics: perspectives from studies of genetically driven variation in serotonin function and corticolimbic affective processing","Hariri AR, Drabant EM, Weinberger DR.","Biol Psychiatry. 2006 May 15;59(10):888-97. doi: 10.1016/j.biopsych.2005.11.005. Epub 2006 Jan 25.","Hariri AR","Biol Psychiatry","2006","2006/01/31","","","10.1016/j.biopsych.2005.11.005"
"16679343","Clinical and genetic characteristics of Korean male alcoholics with and without attention deficit hyperactivity disorder","Kim JW, Park CS, Hwang JW, Shin MS, Hong KE, Cho SC, Kim BN.","Alcohol Alcohol. 2006 Jul-Aug;41(4):407-11. doi: 10.1093/alcalc/agl034. Epub 2006 May 5.","Kim JW","Alcohol Alcohol","2006","2006/05/09","","","10.1093/alcalc/agl034"
"17003521","Cellular and molecular alterations in mice with deficient and reduced serotonin transporters","Li Q.","Mol Neurobiol. 2006 Aug;34(1):51-66. doi: 10.1385/mn:34:1:51.","Li Q","Mol Neurobiol","2006","2006/09/28","","","10.1385/mn:34:1:51"
"17017823","Association study of the 5-HTTLPR polymorphism and depression in 75-Year-Old nondemented subjects from the Vienna Transdanube Aging (VITA) study","Grünblatt E, Löffler C, Zehetmayer S, Jungwirth S, Tragl KH, Riederer P, Fischer P.","J Clin Psychiatry. 2006 Sep;67(9):1373-8. doi: 10.4088/jcp.v67n0907.","Grünblatt E","J Clin Psychiatry","2006","2006/10/05","","","10.4088/jcp.v67n0907"
"17033630","Serotonin transporter gene variation impacts innate fear processing: Acoustic startle response and emotional startle","Brocke B, Armbruster D, Muller J, Hensch T, Jacob CP, Lesch KP, Kirschbaum C, Strobel A.","Mol Psychiatry. 2006 Dec;11(12):1106-12. doi: 10.1038/sj.mp.4001908. Epub 2006 Oct 10.","Brocke B","Mol Psychiatry","2006","2006/10/13","","","10.1038/sj.mp.4001908"
"17151167","5-HTTLPR Genotype-Specific Phenotype in Children and Adolescents With Autism","Brune CW, Kim SJ, Salt J, Leventhal BL, Lord C, Cook EH Jr.","Am J Psychiatry. 2006 Dec;163(12):2148-56. doi: 10.1176/ajp.2006.163.12.2148.","Brune CW","Am J Psychiatry","2006","2006/12/08","","","10.1176/ajp.2006.163.12.2148"
"17063469","The 5-HTTLPR s/s genotype at the serotonin transporter gene (SLC6A4) increases the risk for depression in a large cohort of primary care attendees: the PREDICT-gene study","Cervilla JA, Rivera M, Molina E, Torres-González F, Bellón JA, Moreno B, de Dios Luna J, Lorente JA, de Diego-Otero Y, King M, Nazareth I, Gutiérrez B; PREDICT Study Core Group.","Am J Med Genet B Neuropsychiatr Genet. 2006 Dec 5;141B(8):912-7. doi: 10.1002/ajmg.b.30455.","Cervilla JA","Am J Med Genet B Neuropsychiatr Genet","2006","2006/10/26","","","10.1002/ajmg.b.30455"
"16822601","Tryptophan hydroxylase and serotonin transporter gene polymorphism does not affect the diagnosis, clinical features and treatment outcome of panic disorder in the Korean population","Kim W, Choi YH, Yoon KS, Cho DY, Pae CU, Woo JM.","Prog Neuropsychopharmacol Biol Psychiatry. 2006 Dec 30;30(8):1413-8. doi: 10.1016/j.pnpbp.2006.05.017. Epub 2006 Jul 5.","Kim W","Prog Neuropsychopharmacol Biol Psychiatry","2006","2006/07/11","","","10.1016/j.pnpbp.2006.05.017"
"17310797","[Serotonin transporter gene polymorphism modulates psychic maladaptation in relatives of patients with endogenic psychoses]","Alfimova MV, Golimbet VE, Korovaĭtseva GI, Lezheĭko TV, Abramova LI, Kaleda VG, Barkhatova AN.","Zh Nevrol Psikhiatr Im S S Korsakova. 2007;107(1):46-51.","Alfimova MV","Zh Nevrol Psikhiatr Im S S Korsakova","2007","2007/02/22","","",""
"17297267","No association between 5-HTTLPR and harm avoidance in Korean college students","Joo YH, Oh HB, Kim B, Jung SH, Chung JK, Hong JP, Kim CY.","J Korean Med Sci. 2007 Feb;22(1):138-41. doi: 10.3346/jkms.2007.22.1.138.","Joo YH","J Korean Med Sci","2007","2007/02/14","PMC2693551","","10.3346/jkms.2007.22.1.138"
"17051418","Is the serotonin transporter polymorphism (5-HTTLPR) associated with harm avoidance and internalising problems in childhood and adolescence?","Becker K, El-Faddagh M, Schmidt MH, Laucht M.","J Neural Transm (Vienna). 2007 Mar;114(3):395-402. doi: 10.1007/s00702-006-0577-4. Epub 2006 Oct 19.","Becker K","J Neural Transm (Vienna)","2007","2006/10/20","","","10.1007/s00702-006-0577-4"
"17216342","Family based association analyses between the serotonin transporter gene polymorphism (5-HTTLPR) and neuroticism, anxiety and depression","Middeldorp CM, de Geus EJ, Beem AL, Lakenberg N, Hottenga JJ, Slagboom PE, Boomsma DI.","Behav Genet. 2007 Mar;37(2):294-301. doi: 10.1007/s10519-006-9139-7.","Middeldorp CM","Behav Genet","2007","2007/01/12","","","10.1007/s10519-006-9139-7"
"17417056","Temperamental fearfulness in childhood and the serotonin transporter promoter region polymorphism: a multimethod association study","Hayden EP, Dougherty LR, Maloney B, Emily Durbin C, Olino TM, Nurnberger JI Jr, Lahiri DK, Klein DN.","Psychiatr Genet. 2007 Jun;17(3):135-42. doi: 10.1097/YPG.0b013e3280147847.","Hayden EP","Psychiatr Genet","2007","2007/04/10","","","10.1097/YPG.0b013e3280147847"
"17707567","Specific personality traits and dopamine, serotonin genes in anxiety-depressive alcoholism among Han Chinese in Taiwan","Lin SC, Wu PL, Ko HC, Wu JY, Huang SY, Lin WW, Lu RB.","Prog Neuropsychopharmacol Biol Psychiatry. 2007 Oct 1;31(7):1526-34. doi: 10.1016/j.pnpbp.2007.07.012. Epub 2007 Jul 19.","Lin SC","Prog Neuropsychopharmacol Biol Psychiatry","2007","2007/08/21","","","10.1016/j.pnpbp.2007.07.012"
"17909168","Relationship of SERT polymorphisms to depressive and anxiety symptoms in irritable bowel syndrome","Jarrett ME, Kohen R, Cain KC, Burr RL, Poppe A, Navaja GP, Heitkemper MM.","Biol Res Nurs. 2007 Oct;9(2):161-9. doi: 10.1177/1099800407307822.","Jarrett ME","Biol Res Nurs","2007","2007/10/03","","","10.1177/1099800407307822"
"17942837","Serotonin transporter gene polymorphism (5-HTTLPR) and anxiety reactivity in daily life: a daily process approach to gene-environment interaction","Gunthert KC, Conner TS, Armeli S, Tennen H, Covault J, Kranzler HR.","Psychosom Med. 2007 Nov;69(8):762-8. doi: 10.1097/PSY.0b013e318157ad42. Epub 2007 Oct 17.","Gunthert KC","Psychosom Med","2007","2007/10/19","","","10.1097/PSY.0b013e318157ad42"
